CaseID,Organization,Use Case Title,Description,Org Industry,Use Case Industry,Subindustry Tags,Use Case Domain,Tool/Technology,Outcomes & Benefits,Source URL,Source,From,Reason Excluded,Status
aicase-x0275,Hitachi,"From leading the way in automotive Internet of Things (IoT) technology to sharpening global supply chain logistics, Hitachi uses Amazon Web Services (AWS) to support innovation and efficiency. It has migrated mission-critical workloads, driven cost savings, and connected millions of vehicles in the cloud.",,,,,,,,https://aws.amazon.com/solutions/case-studies/innovators/hitachi/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0276,HL Mando,Automotive parts and software supplier HL Mando facilitates the development of software-defined vehicles using AWS IoT services.,,,,,,,,https://aws.amazon.com/solutions/case-studies/mando-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0277,Homegate AG,"Homegate has decided to re-architect its monolithic real estate platform towards microservices leveraging serverless services on AWS. Apart from AWS Lambdas, they are using other managed services whenever possible to increase speed, productivity and reduce operational overhead. This episode walks through how Homegate has built a new property listing ingestion mechanism while integrating it with the monolith for the sake of stepwise the rollout process.",,,,,,,,https://youtu.be/eEfWd4EgH_s,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0278,Homesite Group Inc.,How Homesite Insurance uses an Amazon Neptune graph database as a pipeline processing stage to connect customer activities through a variety of touchpoints and data sources.,,,,,,,,https://youtu.be/j9OZ-7aCAyA,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0279,"Howard County, Maryland","Discover how Howard County, Maryland uses AWS to serve residents in need.",,,,,,,,https://aws.amazon.com/podcasts/52-fixthis/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0280,Howard University,Howard University is working to diversify the entertainment and tech industries in collaboration with Amazon and AWS.,,,,,,,,https://aws.amazon.com/podcasts/51-fixthis/?did=psr_card&did=cr_card&trk=cr_card-psr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0281,HP,HP Workforce Experience Platform is reducing digital friction for employees on AWS.,,,,,,,,https://aws.amazon.com/solutions/case-studies/hp-workforce-experience-platform-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0282,Hperleap,"AWS Partner Pinecone Helps Hyperleap Build Job Seeker-focused AI-powered Job Board. Hyperleap, a company specialized in building SaaS solutions for the recruiting industry, worked with AWS Partner Pinecone to create a job board where job seekers could employ generative AI to stand out in the initial resume filter and put their best foot forward. Together, they developed Jennie Johnson, a job-seeker focused AI-powered job board which increased click-through rates by 50% and provided job seekers customized matches.",,,,,,,,https://aws.amazon.com/partners/success/hyperleap-pinecone/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0283,Hubtel,Ghanaâ€™s Hubtel boosted revenues 20 times and slashed infrastructure costs by migrating its mobile payments platform to AWS,,,,,,,,https://aws.amazon.com/solutions/case-studies/hubtel/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0284,Hudl/Agile Sports,"In this episode, learn how Hudl ingests video data from various sources and provides transcoded video back to the users in a playable format. You'll learn how they use SQS to prioritize incoming data based on performance and time sensitiveness and use Spot Fleet to transcode the data. To be cost effective, they also use a Lambda function that leverage CloudWatch metrics that uses target tracking to scale in or out, helping them reduce compute costs by 28%.",,,,,,,,https://youtu.be/KgRib8AM0fs,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0285,Hypersonix Launch Systems,Aerospace company Hypersonix used high performance compute to run high-speed fluid dynamics simulations using Amazon EC2.,,,,,,,,https://aws.amazon.com/solutions/case-studies/hypersonix-graviton-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0286,IBS Software Services Pvt Ltd,IBS Software Leverages AWS Enterprise Support to Deliver Industry-Transforming Products for the Travel and Hospitality Industry,,,,,,,,https://aws.amazon.com/solutions/case-studies/ibs-software-es-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0287,Icahn School of Medicine at Mount Sinai,The Icahn School of Medicine at Mount Sinai is looking for clues to the genetic causes of breast and ovarian cancers. The team uses AWS to search and analyze more than 100 TB of genomics data to investigate the causes of those aggressive forms of cancer.,,,,,,,,https://aws.amazon.com/solutions/case-studies/mt-sinai/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0288,"iCivics, #iVoted",Hear how two nonprofits use the cloud to educate and encourage civic engagement.,,,,,,,,https://aws.amazon.com/podcasts/id-2020-10-19t041335341z/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0289,ICONLOOP,"ICONLOOP selected AWS for its global presence so that it could build its globally dispersed network of blockchain nodes, â€œIcon Development Networkâ€.",,,,,,,,https://aws.amazon.com/partners/success/iconloop/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0290,Improvement-IT,"Improvement-IT, based in the Netherlands, provides IoT solutions to a variety of organizations with an emphasis on tracking, tracing, and monitoring the status of assets. Together with its other companies Port Pay and Alltrack Medical, it offers these innovative solutions to help customers track assets in the field, manage warehouses, and optimize supply chains. However, it was being hampered by its own managed services provider, which was running both Amazon Web Services (AWS) and on-premises assets for it. It wanted a proactive partner with deep expertise to help optimize its systems, improve client onboarding times, and better detect problems before they affected customers. AWS Partner TechNative has helped it to achieve those goals, reducing customer support calls by 15 percent and cutting onboarding time by 50 percent.",,,,,,,,https://aws.amazon.com/solutions/case-studies/improvement-it-technative/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0291,InfoCert Spa,"As a leading provider of qualified trusted solutions in Europe, InfoCert helps companies keep their communications secure. Its Legalmail solution helps businesses verify the authenticity and legal validity of their email exchanges, which is critical for meeting compliance standards.",,,,,,,,https://aws.amazon.com/solutions/case-studies/infocert/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0292,Infosys,"Knowledge from events and workshops is often lost due to inadequate capture methods, with traditional note-taking being incomplete and subjective. Reviewing lengthy recordings to find specific information is time-consuming and inefficient, creating barriers to knowledge retention and sharing. People who miss events face significant obstacles accessing the knowledge shared, impacting sectors like education, media, and public sector where information recall is crucial.",,,,,,,,https://aws.amazon.com/blogs/machine-learning/how-infosys-improved-accessibility-for-event-knowledge-using-amazon-nova-pro-amazon-bedrock-and-amazon-elemental-media-services/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0293,Infosys,"This case study explores how Infosys, a leading global technology services and consulting firm, leverages AWS to drive innovation, efficiency, and transformation for its clients.",,,,,,,,https://aws.amazon.com/solutions/case-studies/infosys-case-study?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0294,Innovapost,"With e-commerce driving up package deliveries into the millions per day, the systems that manage shipping and freight need to be reimagined. Learn how Innovapost and Purolator developed an all serverless solution with AWS Lambda, Amazon SQS, and Amazon RDS to not only scale, but also simplify and add extensibility to the workflow.",,,,,,,,https://youtu.be/wE3TmHxyRdA,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0295,Insightful.Mobi,"Software startup Insightful.Mobi decreased costs, enhanced performance, and increased revenue by migrating to Amazon QuickSight. Instead of 2-3 weeks, it can create dashboards in less than 1 day.",,,,,,,,https://aws.amazon.com/solutions/case-studies/insightful-mobi-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0296,Institut Pasteur,"Institut Pasteur, a leading French virology research center, processed 20 petabytes of DNA data in record 30 hours, leveraging AWS Batch over a cluster of 2.18M AWS Graviton cores.",,,,,,,,https://aws.amazon.com/solutions/case-studies/case-study-institut-pasteur/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0297,Instructure,Instructure provides a learning management system that enables instructors to create and deliver course content over the internet. Using AWS Enterprise Support has allowed Instructure to turn its operations team into a center for innovation rather than just a reactive issue-response unit.,,,,,,,,https://aws.amazon.com/solutions/case-studies/instructure-support/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0298,Intelligent Document processing,Improve business operations by automatically extracting and summarizing data from documents and insights through generative AI-powered question and answering.,,,,,,,,"https://aws.amazon.com/machine-learning/ml-use-cases/document-processing/
https://aws.amazon.com/ai/generative-ai/use-cases/",AWS,"v2, v3",Not truly AI,Excluded
aicase-x0299,International Centre for Clean Water,"The International Center for Clean Water is driving its mission for sustainable clean water using AWS IoT, monitoring soil and water quality in real time with advanced analytics.",,,,,,,,https://aws.amazon.com/solutions/case-studies/iccw/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0300,"ITDRC, American Red Cross","In this episode of Fix This, the team explores how technology is changing disaster response and recovery.",,,,,,,,https://aws.amazon.com/podcasts/01-disaster-recovery-and-recovery/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0301,JCB,"JCB migrated several business systems to AWS, shortening the development period for new services and reducing IT costs by 30 percent.",,,,,,,,https://aws.amazon.com/solutions/case-studies/jcb-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0302,Jefferies,Jefferies builds on AWS to help drive innovation across its firm to improve productivity and deliver better insights and advice to its clients.,,,,,,,,https://aws.amazon.com/solutions/case-studies/jefferies-video-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0303,JetBrains,"Software vendor JetBrains has made its name creating industry-leading development tools like its IntelliJ IDEA integrated development environment (IDE). Using Amazon Web Services (AWS), the company maintains an infrastructure that can scale globally as the business grows and reach its customersâ€”some of the best-known brands in the worldâ€”wherever they operate. According to global marketing programs manager Mikhail Vink, the collaboration between JetBrains and AWS helps the specialist software developer grow in more ways than one.",,,,,,,,https://aws.amazon.com/solutions/case-studies/jetbrains/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
